feature,importance
Faixa_Duracao_woe,0.17415489773057125
Faixa_Credito_woe,0.16375051527613393
Finalidade_woe,0.13395649345119542
Conta_poupanca_woe,0.12056396701505445
Habitacao_woe,0.09482627492008477
Conta_corrente_woe,0.09216775451745589
Faixa_Etaria_woe,0.08798230329543831
Trabalho_woe,0.08034563759123153
Genero_woe,0.052252156202834445
